transaction_id,order_date,customer_id,customer_name,customer_email,customer_city,customer_country,product_id,product_name,category,subcategory,brand,unit_price,quantity,discount_percent,tax_percent,shipping_cost,total_amount,payment_method,currency,sales_channel,salesperson_id,salesperson_name,region,warehouse_id,order_status,delivery_date,customer_rating,return_flag,notes
TX116112,"April 6, 2024",C37168,Mary Barnes,elizabethbrennan@example.net,Port Kenneth,United States,P0142,Sunwood Sports Accessories 915,Sports,Sports Accessories,Sunwood,"4 381,56",1,0,23,14.99,4396.55,CREDIT CARD,$,online,S029,Zachary Hicks,Midwest,NYC-01,COMPLETED,2024-04-14,,NO,Payment system error - fixed manually
TX116803,22/07/2023,C21957,Donna Boyd,hernandezmadison@example.com,West Nicolaston,united states,P0147,Groveo Athletic Shoes 671,Sports,Athletic Shoes,Groveo,1485.15 USD,1,10,23,0,1336.64,PayPal,USD,physical store,S004,Daniel Wagner,Great Lakes,LAX-02,Completed,07/28/2023,,NO,
TX102702,2024-11-30,C19835,Justin Yang,daviddecker@example.com,Christophershire, United States,P0121,Orvex Bicycles 533,Sports,Bicycles,Orvex,"3969,18",1,0,23,0,,credit card,usd,call center,S014,Michele Williams,Southwest,DAL-04,completed,2024-12-10,1,NO,Customer requested an invoice
TX113463,09/04/2023,C58393,Jason Bell,barbarasantos@example.net,Port Justin,US,P0023,Sunwood Tablets 719,Electronics,Tablets,Sunwood,"4018,36",1,0,23,0,"4,018.36",cash on delivery,usd,online,S040,Brittany Farmer,West Coast,NYC-01,returned item,2023-09-14,,NO,-
TX116012,2023-09-30,C73783,Benjamin Brown,elizabethcarlson@example.net,Higginsborough,united states,P0159,Kraton Board Games 951,Toys,Board Games,Kraton,3838.55,1,25,23,9.99,2888.90 USD,credit card,USD ,mobile app,S030,Anthony Rodriguez,Mountain West,DAL-04,cancelled,"October 4, 2023",2,NO,
TX115216,2023-03-31,C58629,Frances Wilson,amy68@example.net,Robinsonstad,USA,P0036,Tessara Washing Machines 402,Appliances,Washing Machines,Tessara,"4 575,48",1,5,23,9.99,"4356,70",bank transfer,USD,physical store,S010,Ryan Munoz,Pacific Northwest,DAL-04,in progress,2023-04-13,3,NO,no comment
TX106496,18/11/2024,C89220,Russell Erickson,ernest32@example.org,West Wesleyside, United States,P0189,Vantia Perfume 706,Beauty,Perfume,Vantia,"4881,18",4,20,23,"14,99",15634.77 USD,cash,usd,physical store,S031,Rebecca Henderson,Great Lakes,LAX-02,Pending ,,,no,
TX111671,2023-08-11,C57428, William Foster,vickimullins@example.com,South Andrewland,United States,P0111,Vantia Decor 916,Home & Garden,Decor,Vantia,3069.61,1,5,23,"9,99",2926.12,CREDIT CARD,$,marketplace,S025,Matthew Foster,Northeast,CHI-03,completed,16.08.2023,4,no,
TX112592,2024-05-30,C98835,SUZANNE RIVERA,valerieserrano@example.com,Williamsberg ,US,P0033,Kindra Washing Machines 699,Appliances,Washing Machines,Kindra,"2,335.63",5,5,23,0,11094.24 USD,Card Payment,usd,call center,S019,Lisa Jackson,Gulf Coast,DAL-04,completed,13/06/2024,3,NO,Duplicate order - needs verification
TX112914,2024-10-20,C85952,James Williams,romerocrystal@example.net,Espinozaville,UNITED STATES,P0060,Nova Microwaves 398,Appliances,Microwaves,Nova,,1,20,23,14.99 USD,"1 193,73",mobile payment,USD ,online,S014,Michele Williams,Midwest,CHI-03,pending,31/10/2024,,NO,Priority order
TX114471,07.10.2023,C16006,Christopher Parker,scott74@example.net,Benderhaven,USA,P0125,Tessara Bicycles 510,Sports,Bicycles,Tessara,"1,563.67",4,0,23,"9,99","6,264.67",Bank Transfer,USD ,marketplace,S033,Tricia Valencia,Northeast,LAX-02,in progress,"October 19, 2023",,no,Customer requested an invoice
TX108429,2023-03-21,C79721,Scott Cooley,robin48@example.com,New Robert,United States,P0094,Sunwood Furniture 281,Home & Garden,Furniture,Sunwood,,1,0,23,0,3958.63,credit card,usd,online,S014,Michele Williams,Mountain West,CHI-03,COMPLETED,31/03/2023,,NO,Payment system error - fixed manually
TX116211,13.10.2024,C79547,Lisa Price,millerjuan@example.org,west reneehaven,US,P0025,Tessara Phone Accessories 506,ELECTRONICS,Phone Accessories,Tessara,"5,257.07",1,5,23,0,4994.22 USD,cash,$,physical store,S022,Patty Perez,Mid-Atlantic,DAL-04,returned item,2024-10-17,5,NO,Customer requested an invoice
TX111077,"April 18, 2024",C55353,John Ingram,victoriabenson@example.com,New Josephtown,USA,P0107,Kindra Tools 886,Home & Garden,Tools,Kindra,5344.17 USD,1,10,23,"14,99","4,824.74",CREDIT CARD,usd,mobile app,S013,Lisa Hensley,Pacific Northwest,CHI-03,cancelled,2024-04-27 00:00:00,3,YES,Customer requested an invoice
TX112870,03/08/2024,C51904,Jeffrey Crawford,pittmanamanda@example.com,Brandonshire,United States,P0139,Tessara Sports Accessories 760,Sports,Sports Accessories,Tessara,5085.44,1,0,23,0,$5085.44,Card Payment,$,call center,S017,Holly Wood,Northeast,LAX-02,returned,2024-08-07,4,NO,Payment system error - fixed manually
TX103609,20.04.2023,C36624,Melissa  Brown,gpearson@example.net,Owensfurt,united states,P0045,Kraton Coffee Makers 193,Appliances,Coffee Makers,Kraton,4666.87 USD,1,5,23,0,"4433,53",Credit Card,usd,mobile app,S009,Gabrielle Davis,Gulf Coast,LAX-02,Pending ,2023-05-04 00:00:00,5,,
TX116367,2024-05-10,C75513,Shannon Hoover,brendacarroll@example.com,Kristyville,united states,P0083,Sunwood Pants 961,Apparel,Pants,Sunwood,"2 068,43",1,5,23,"19,99","1985,00",CREDIT CARD,USD ,online,S026,Judy Baker,Northeast,NYC-01,COMPLETED,2024-05-22,5,NO,-
TX111163,2023-04-28,C27176,Courtney Brown ,thomasjo@example.com,East Kimberlyborough,US,P0105,Boreo Tools 706,Home & Garden,Tools,Boreo,3023.92,3,0,23,0,$9071.76,credit card,usd,marketplace,S012,Jamie Arnold,West Coast,SEA-05,in progress,01.05.2023,3,yes,Duplicate order - needs verification
TX104418,"December 9, 2023",C44181,Lance Cooper DDS,lambalexandra@example.net,East Teresaside,United States,P0052,Groveo Vacuum Cleaners 668,Appliances,Vacuum Cleaners,Groveo,4494.19,1,15,23,14.99,3835.05 USD, Mobile Payment,USD,marketplace,S013,Lisa Hensley,Northeast,NYC-01,in progress,21.12.2023,5,NO,Duplicate order - needs verification
TX115952,2024-07-18,C90623,Amanda Maynard,amber70@example.com,Andrewshire,united states,P0180,Groveo Puzzles 536,Toys,Puzzles,Groveo,4650.58,3,10,23,0,"12,556.57",Card Payment,$,online,S026,Judy Baker,West Coast,DAL-04,returned item,07/30/2024,,no,Duplicate order - needs verification
TX107512,11/27/2023,C57453,Michelle Graham,spearselizabeth@example.net,Sharonborough,US,P0205,Tessara Personal Hygiene 497,Beauty,Personal Hygiene,Tessara,3338.34 USD,5,0,23,0,16691.70,mobile payment,USD ,mobile app,S021,Margaret Hawkins DDS,Midwest,SEA-05,Completed,2023-12-11,2,NO,Customer requested an invoice
TX114129,2024-01-14,C50970,Rebecca Rosales,richardmooney@example.org,Courtneyfurt,US,P0031,Groveo Washing Machines 484,Appliances,Washing Machines,Groveo,$397.01,1,0,23,0,397.01, Mobile Payment,usd,online,S035,Debra Davidson,Mountain West,DAL-04,completed,2024-01-20,,NO,Delayed delivery
TX102528,01/10/2024,C89569,Susan Zimmerman,,Rhondashire,US,P0205,Tessara Personal Hygiene 497,Beauty,Personal Hygiene,Tessara,4625.36,1,10,23,"14,99","4177,81",cash on delivery,USD,marketplace,S016,Brian Ramirez,Mountain West,DAL-04,in progress ,"October 15, 2024",,NO,
TX101617,04/11/2024,C60723,Christine Frazier,heathersteele@example.net,Archertown ,United States,P0168,Vantia Dolls 426,Toys,Dolls,Vantia,4382.97,1,25,23,0,"3,287.23",bank transfer,USD ,mobile app,S017,Holly Wood,Southeast,CHI-03,COMPLETED,,5,NO,-
TX101031,2023-10-28,C33519,Veronica Walker,gmendoza@example.com,West Danielstad,united states,P0179,Milvex Puzzles 438,Toys,Puzzles,Milvex,$5038.19,10,0,23,0,"50381,90",cash on delivery,usd,marketplace,S032,James Ferrell,Mid-Atlantic,DAL-04,completed,2023-11-07,5,,N/A
TX102244,09.03.2024,C93816,Diane Hogan DDS,perezrichard@example.net,Heatherborough,UNITED STATES,P0009,Elektra Laptops 266,Electronics,Laptops,Elektra,"976,11",1,0,23,14.99 USD,991.10,cash on delivery,USD ,physical store,S022,Patty Perez,Northeast,LAX-02,cancelled,2024-03-21,5,no,-
TX115066,2024-03-05,C71925,Michael Reed,,Richardsonland,UNITED STATES,P0064,Northal Jackets 348,Apparel,Jackets,Northal,"1,925.61",2,,23,,3481.09,mobile payment,$,call center,S024,Tommy Walter,West Coast,SEA-05,returned item,03/14/2024,,NO,Duplicate order - needs verification
TX103820,2024-12-29,C51104,Ryan Garrison,comptonjeremy@example.com,Schroedermouth,united states,P0119,Boreo Gardening 358,Home & Garden,Gardening,Boreo,1361.30,10,10,23,19.99,12271.69,cash on delivery,$,mobile app,S012,Jamie Arnold,West Coast,SEA-05,COMPLETED,2025-01-06,5,NO,
TX110971,2024-03-16,C16028,Heather Mejia,jackmcdonald@example.com,Masonview,USA,P0104,Northal Tools 677,Home & Garden,Tools,Northal,"5,045.30",5000,0,23,0,25226.50,bank transfer,USD,marketplace,S022,Patty Perez,Midwest,NYC-01,Cancelled,2024-03-24,4,NO,no comment
TX102894,13/05/2023,C82305,Sean Duffy,ibaird@example.com,Gardnerberg,UNITED STATES,P0194,Orvex Makeup 928,Beauty,Makeup,Orvex,"5 053,98",4,0,23,,20225.91,credit card,usd,call center,S024,Tommy Walter,Midwest,LAX-02,Cancelled,17.05.2023,2,NO,
TX117099,"February 5, 2023",C73956,Denise Nixon,wallerbrian@example.net,East Jonathan, United States,P0188,Northal Perfume 302,Beauty,Perfume,Northal,"3 439,84",1,25,23,19.99,2599.87,CREDIT CARD,usd,call center,S032,James Ferrell,Great Lakes,CHI-03,cancelled,2023-02-08 00:00:00,,NO,Complaint under review
TX115201,2024-07-27,C33600,Scott Gomez,mary64@example.org,Lake Dawnfurt,USA,P0071,Kraton Shoes 271,Apparel,Shoes,Kraton,"5 153,60",1,5,23,0,"4895,92",cash on delivery,USD ,marketplace,S023,Ethan Adams,Midwest,DAL-04,pending,2024-07-31,5,NO,
TX107476,"July 17, 2024",C97392,Michael Stokes,ajones@example.net,West Kenneth,US,P0130,Lumira Fitness Equipment 468,Sports,Fitness Equipment,Lumira,2743.53,4,20,23,0,8779.30,Credit Card,USD,call center,S032,James Ferrell,Southeast,CHI-03,Completed,"July 18, 2024",1,no,N/A
TX111591,05/08/2024,C94717,Timothy Wang,,East Matthewview,USA,P0123,Kraton Bicycles 559,sports,Bicycles,Kraton,1595.83,1,0,23,9.99 USD,$1605.82,PayPal,$,physical store,S020,Carla Gray,Mid-Atlantic,LAX-02,returned item,2024-08-08,1,NO,
TX104099,"February 3, 2023",C94886,Travis Jones,hailey64@example.net,East Brandy,united states,P0113,Orvex Decor 170,Home & Garden,Decor,Orvex,1527.15,1,10,23,0,1374.44 USD,PayPal,$,online,S028,Stephanie Ross,Northeast,CHI-03,in progress ,2023-02-06,2,NO,
TX105280,2023-04-20 00:00:00,C88047,Linda Jackson,monique44@example.net,Codyshire,United States,P0045,Kraton Coffee Makers 193,Appliances,Coffee Makers,Kraton,"3315,01",1,5,23,9.99 USD,3159.25,CREDIT CARD,USD ,marketplace,S037,Sherri Baker,Great Lakes,DAL-04,cancelled,04/21/2023,5,no,Priority order
TX118305,14/07/2024,C10336,Bonnie Barnes,browndana@example.org,Connorside,USA,P0177,Boreo Puzzles 628,Toys,Puzzles,Boreo,"2 837,14",3,0,23,9.99,8521.41,mobile payment,USD,physical store,S003,Angie Henderson,Pacific Northwest,SEA-05,in progress ,2024-07-16,5,no,Complaint under review
TX115183,02.06.2023,C13396,Stephen Johnson,perezjohn@example.com,Vargasbury,US,P0106,Groveo Tools 284,Home & Garden,Tools,Groveo,2578.74,1,0,23,0,2578.74,mobile payment,USD ,marketplace,S037,Sherri Baker,Mid-Atlantic,LAX-02,COMPLETED,07/06/2023,1,NO,
TX107639,2023-06-12,C58944,Amy Smith,christopherbruce@example.net,Arielville,US,P0187,Orvex Perfume 728,Beauty,Perfume,Orvex,"2,971.17",1,0,23,$9.99,2981.16 USD,mobile payment,usd,physical store,S008,Gina Moore,Southeast,SEA-05,Completed,13/06/2023,2,NO,
TX111499,14.10.2023,C71875,Mary Klein,qrhodes@example.org,Lake Kathrynbury,United States,P0133,Kindra Sportswear 187,Sports,Sportswear,Kindra,"1,671.46",3,0,23,"9,99",5024.37,cash,$,marketplace,S013,Lisa Hensley,Southeast,DAL-04,COMPLETED,2023-10-27,,no,no comment
TX100575,18/01/2024,C27342,Carol Ellis,hdunn@example.net,West Kimberlystad,UNITED STATES,P0113,Orvex Decor 170,Home & Garden,Decor,Orvex,"4481,57",2,20,23,0,"7,170.51",mobile payment,$,marketplace,S035,Debra Davidson,Northeast,SEA-05,Cancelled,"January 27, 2024",,yes,no comment
TX116379,2024-04-24,C41584,Kelly Alvarado,vmercer@example.com,East Ashley ,UNITED STATES,P0184,Milvex Facial Care 755,Beauty,Facial Care,Milvex,$502.51,4,0,23,0,2010.04 USD,cash on delivery,usd,mobile app,S032,James Ferrell,Southeast,DAL-04,returned,2024-05-05,,NO,
TX114260,04/20/2024,C85690,James Baker,acevedonicholas@example.net,Coleland,united states,P0199,Sunwood Hair Care 433,Beauty,Hair Care,Sunwood,"4175,98",2,15,23,0,7099.17,Credit Card,USD ,mobile app,S010,Ryan Munoz,Mid-Atlantic,DAL-04,in progress ,03/05/2024,5,NO,Delayed delivery
TX102604,"December 28, 2023",C77568,Nicole Maddox,combsbrenda@example.net,West Amandastad,US,P0119,Boreo Gardening 358,Home & Garden,Gardening,Boreo,"1962,02",1,0,23,0,1962.02,cash on delivery,USD ,online,S001,Allison Hill,Pacific Northwest,DAL-04,in progress ,2024-01-04,,no,-
TX111302,11/29/2023,C62531,Danny Bailey,christopherlong@example.net,Alexismouth,United States,P0144,Nova Sports Accessories 200,Sports,Sports Accessories,Nova,"3 901,74",3,0,23,0,11705.22,credit card,$,marketplace,S031,Rebecca Henderson,Southeast,LAX-02,Pending ,13.12.2023,5,no,Customer requested an invoice
TX117724,2024-06-12,C97819,Sandra Hill,stevendecker@example.org,Benjaminton,US,P0130,Lumira Fitness Equipment 468,Sports,Fitness Equipment,Lumira,,1,0,23,0,2166.40,bank transfer ,USD ,call center,S017,Holly Wood,Gulf Coast,NYC-01,COMPLETED,24/06/2024,3,NO,no comment
TX112298,12.12.2024,C53292,Pam Roberts,tali@example.com,Blackwellburgh, United States,P0045,Kraton Coffee Makers 193,Appliances,Coffee Makers,Kraton,"58,76",1,20,23,19.99 USD,67.00,cash,USD ,online,S005,Cristian Santos,,SEA-05,returned,17/12/2024,,NO,
TX106783,2023-11-15,C37011,Diane Davidson,moralestrevor@example.org,lake ryanstad,United States,P0202,Kindra Hair Care 983,Beauty,Hair Care,Kindra,2361.47,2,0,23,9.99 USD,$4732.93,bank transfer ,$,mobile app,S037,Sherri Baker,Northeast,DAL-04,pending,2023-11-21,3,NO,
TX107183N,2024-01-17,C12560,Michael Serrano,james65@example.org,Waltershire,US,P0030,Boreo Phone Accessories 464,Electronics,Phone Accessories,Boreo,"-3 211,07",1,0,23,0,$3211.07, Mobile Payment,USD,mobile app,S012,Jamie Arnold,West Coast,CHI-03,returned,2024-01-22,3,NO,
TX106322,2023-09-27 00:00:00,C48070,Mary Rivas,sylvia26@example.com,East Karentown,USA,P0095,Primo Furniture 426,Home & Garden,Furniture,Primo,200.10,1,10,23,19.99 USD,200.08,mobile payment,USD,online,S030,Anthony Rodriguez,Southeast,NYC-01,completed,2023-10-10,1,NO,
TX115806,07/19/2023,C99173,Jennifer Horton,claire11@example.net,Lake Alyssa,united states,P0003,Sunwood Smartphones 116,Electronics,Smartphones,Sunwood,4811.78 USD,1,0,23,0,"4 811,78",Credit Card,USD,mobile app,S020,Carla Gray,Gulf Coast,SEA-05,Completed,2023-07-20,5,no,Payment system error - fixed manually
TX102407,13/07/2024,C85065, Jake Tran,todd94@example.com,Sarahville,united states,P0152,Lumira Building Blocks 795,Toys,Building Blocks,Lumira,219.32 USD,2,0,23,"14,99","453,63",Bank Transfer,usd,online,S015,Dylan Miller,Great Lakes,SEA-05,Cancelled,15.07.2024,2,NO,Payment system error - fixed manually
TX106208,2024-05-13,C97044,Felicia Robinson,nicholasibarra@example.com,HATFIELDFORT,UNITED STATES,P0009,Elektra Laptops 266,Electronics,Laptops,Elektra,3194.20 USD,1,25,23,14.99,2410.64,Card Payment,USD,physical store,S027,Justin Baker,Northeast,LAX-02,in progress ,05/21/2024,3,NO,
TX114718,02.02.2023,C13617,Michael Woods,xjoseph@example.org,Henryberg,united states,P0180,Groveo Puzzles 536,Toys,Puzzles,Groveo,615.88,4,25,23,14.99,1862.63,cash on delivery,usd,call center,S024,Tommy Walter,Mid-Atlantic,SEA-05,Pending ,2023-02-03,1,no,Customer requested an invoice
TX101126,17/12/2023,C97044,Felicia Robinson,nicholasibarra@example.com,Hatfieldfort,united states,P0036,Tessara Washing Machines 402,Appliances,Washing Machines,Tessara,"3,229.84",1,15,23,0,"2745,36",mobile payment,usd,online,S005,Cristian Santos,,NYC-01,pending,29/12/2023,,1,
TX102067,2023-02-18 00:00:00,C83259,Andrew Sanders,arnoldstephen@example.net,South Catherine,UNITED STATES,P0097,Orvex Lighting 748,Home & Garden,Lighting,Orvex,4706.09 USD,3,0,23,"19,99",$14138.26,Bank Transfer,USD ,call center,S037,Sherri Baker,Southwest,CHI-03,returned item,2023-02-28,1,0,-
TX103533,"October 10, 2024",C29555,Amanda Potter,alexwall@example.net,Spencerview,US,P0035,Kraton Washing Machines 890,Appliances,Washing Machines,Kraton,"1,154.87",1,10,23,14.99,1054.37,Bank Transfer,usd,physical store,S015,Dylan Miller,Mid-Atlantic,CHI-03,in progress,10/13/2024,5,1,Priority order
TX113584,01/11/2023,C23875,William Williams,manuel81@example.com,Kimberlytown, United States,P0153,Tessara Building Blocks 807,Toys,Building Blocks,Tessara,"1,796.83",1,20,23,"14,99",1452.45 USD,PayPal,USD,physical store,S027,Justin Baker,Midwest,LAX-02,returned,2023-11-06,5,NO,Delayed delivery
TX108630,13/01/2024,C42530,Larry Bradford,allenfrancisco@example.org,East Carlaport,USA,P0063,Orvex Jackets 672,Apparel,Jackets,Orvex,2466.75,1,5,23,"14,99",2358.40 USD,mobile payment,USD ,mobile app,S024,Tommy Walter,Mountain West,LAX-02,Pending ,2024-01-24,,NO,Payment system error - fixed manually
TX105998,2024-12-25,C19724,Margaret Mullins,davisautumn@example.org,Port Steven,US,P0094,Sunwood Furniture 281,Home & Garden,Furniture,Sunwood,1355.42,2,0,23,14.99,2725.83,bank transfer ,$,mobile app,S029,Zachary Hicks,West Coast,LAX-02,returned,2024-12-27,,NO,no comment
TX108141,06/04/2024,C56254,Jacqueline Sanchez,harveyrobert@example.com,West Thomasstad,USA,P0034,Kindra Washing Machines 489,Appliances,Washing Machines,Kindra,"348,84",2,,23,0,$697.68,bank transfer,usd,physical store,S016,Brian Ramirez,,SEA-05,Pending ,2024-04-10,1,NO,Complaint under review
TX107086,2023-07-02,C32431,Amanda Kramer,rileyjessica@example.org,Markchester,USA,P0177,Boreo Puzzles 628,Toys,Puzzles,Boreo,3271.12,2,0,23,19.99,6562.23,Credit Card,USD,marketplace,S038,Cassandra Gaines,West Coast,CHI-03,COMPLETED,08/07/2023,,1,Delayed delivery
TX111233,2024-03-04,C52101,Christopher Jefferson,allenkimberly@example.com,Port Henry,United States,P0184,Milvex Facial Care 755,Beauty,Facial Care,Milvex,$180.41,4,0,23,19.99,741.63,bank transfer ,usd,call center,S015,Dylan Miller,Midwest,CHI-03,pending,12.03.2024,,NO,no comment
TX104204,06/10/2024,C64008,Patrick Singh,cwilliams@example.com,East Kelli,UNITED STATES,P0113,Orvex Decor 170,Home & Garden,Decor,Orvex,4946.15,2000,10,23,0,8903.07,bank transfer ,USD,mobile app,S024,Tommy Walter,Southwest,NYC-01,returned item,2024-10-10,2,NO,Delayed delivery
TX110620,"October 8, 2024",C82655,Catherine Santana,monica00@example.org,Maloneton,United States,P0081,Milvex Pants 411,Apparel,Pants,Milvex,17.22 USD,10,0,23,14.99,187.19,PayPal,USD ,call center,S009,Gabrielle Davis,Midwest,NYC-01,cancelled,10/20/2024,1,NO,
TX111033,13.06.2023,C44760,Abigail Owens,billmcfarland@example.net,Port Sarahport,USA,P0081,Milvex Pants 411,Apparel,Pants,Milvex,"4 448,25",1,5,23,0,4225.84,mobile payment,USD ,mobile app,S010,Ryan Munoz,Northeast,SEA-05,Completed,2023-06-24 00:00:00,,NO,Customer requested an invoice
TX109431,2023-11-27,C95800,Yvonne Thompson,jrobinson@example.com,Taylorside,UNITED STATES,P0072,Primo Shoes 382,Apparel,Shoes,Primo,"481,36",2,5,23,9.99 USD,924.57,cash,USD,physical store,S020,Carla Gray,Mid-Atlantic,LAX-02,in progress ,07/12/2023,2,NO,N/A
TX108560,"January 10, 2024",C66626,Kathryn Mullen,stephaniereeves@example.org,South Brenda, United States,P0178,Milvex Puzzles 665,Toys,Puzzles,Milvex,392.94 USD,1,0,23,0,392.94 USD,CREDIT CARD,USD ,physical store,S029,Zachary Hicks,Southwest,CHI-03,cancelled,2024-01-11,,NO,N/A
TX107085,27/08/2023,C46666,Patrick Valdez,kelseywilliams@example.org,West Michelle, United States,P0185,Kindra Facial Care 542,Beauty,Facial Care,Kindra,"3 364,49",1,15,23,9.99,"2869,81", Mobile Payment,$,call center,S024,Tommy Walter,,SEA-05,in progress ,2023-09-01,,NO,Priority order
TX111702,12/05/2023,C31012,Madison Ware,dthompson@example.org,South Andrea,US,P0009,Elektra Laptops 266,Electronics,Laptops,Elektra,608.54,2,5,23,"19,99",1176.22 USD,cash on delivery,USD ,mobile app,S013,Lisa Hensley,Great Lakes,SEA-05,completed,2023-05-14,,,
TX115121,30/03/2024,C53573,Steven Lopez,kevin78@example.org,South Lisamouth,United States,P0017,Orvex Headphones 841,Electronics,Headphones,Orvex,3321.12,5,0,23,0,,CREDIT CARD,USD ,physical store,S006,Connie Lawrence,Northeast,DAL-04,Cancelled,2024-04-05,4,NO,Duplicate order - needs verification
TX102021,2023-01-23 00:00:00,C79721,Scott Cooley,robin48@example.com,New Robert,USA,P0134,Kraton Sportswear 887,Sports,Sportswear,Kraton,2534.06,2,0,23,0,"5068,12",cash on delivery,usd,physical store,S038,Cassandra Gaines,Mountain West,NYC-01,Cancelled,,5,yes,Complaint under review
TX105608,2024-09-11,C29773,Alicia Long,kbennett@example.com,Alanburgh,UNITED STATES,P0031,Groveo Washing Machines 484,Appliances,Washing Machines,Groveo,,3,0,23,0,13355.94,Credit Card,USD,marketplace,S021,Margaret Hawkins DDS,Mountain West,DAL-04,in progress ,2024-09-19,5,no,Duplicate order - needs verification
TX106710,19/07/2023,C19359,Brian Clark,kathleen47@example.net,Port William, United States,P0181,Vantia Facial Care 337,Beauty,Facial Care,Vantia,,10,5,23,$9.99,34051.81 USD,cash on delivery,USD,physical store,S029,Zachary Hicks,Mountain West,LAX-02,pending,"July 31, 2023",5,no,-
TX102573,2023-12-30,C20566,Stephanie Davis,barronlaura@example.com,Austintown,UNITED STATES,P0083,Sunwood Pants 961,Apparel,Pants,Sunwood,4850.78,1,0,23,0,"4 850,78",Card Payment,USD ,marketplace,S021,Margaret Hawkins DDS,Southeast,LAX-02,COMPLETED,"January 9, 2024",5,NO,Duplicate order - needs verification
TX118698,09/01/2023,C45003,Sonya Simon,kstone@example.net,Coryport,United States,P0107,Kindra Tools 886,Home & Garden,Tools,Kindra,"2850,85",1,10,23,19.99,2585.75,CREDIT CARD,$,physical store,S002,Noah Rhodes,Southeast,NYC-01,Completed,21.01.2023,1,NO,
TX107400,2024-03-05 00:00:00,C36143,Thomas Hunter,berrypatricia@example.net,South Alyssaburgh,United States,P0172,Nova Toy Vehicles 969,Toys,Toy Vehicles,Nova,4691.77,3,10,23,0,12667.78 USD,cash,USD ,mobile app,S029,Zachary Hicks,Midwest,DAL-04,returned item,2024-03-10,5,NO,Customer requested an invoice
TX115100,,C83133,Mary Diaz,jeffreygreen@example.org,Port Hannahland,US,P0102,Lumira Lighting 502,Home & Garden,Lighting,Lumira,"359,74",1,10,23,19.99,343.76, Mobile Payment,USD,call center,S021,Margaret Hawkins DDS,Great Lakes,CHI-03,completed,2024-09-17,1,,Customer requested an invoice
TX109807,,C80701,Adam Atkins,riverachristopher@example.com,Lake Edward,United States,P0101,Elektra Lighting 936,Home & Garden,Lighting,Elektra,"3171,49",1,10,23,0,2854.34,PayPal,USD ,call center,S004,Daniel Wagner,Gulf Coast,DAL-04,Pending ,2024-08-11,5,NO,Payment system error - fixed manually
TX112114,"November 4, 2023",C57381,Cassandra Stafford ,lbishop@example.net,New Robin, United States,P0120,Kindra Gardening 257,Home & Garden,Gardening,Kindra,586.22,4,5,23,14.99,2242.63,Credit Card,USD,mobile app,S020,Carla Gray,Southwest,LAX-02,returned item,2023-11-07,,NO,Complaint under review
TX103474,2024-05-25,C45811,Pamela Arnold,qgreen@example.com,South Laurenstad,US,P0002,Northal Smartphones 970,Electronics,Smartphones,Northal,2077.27,1,0,23,,2092.26,Credit Card,USD ,online,S003,Angie Henderson,Southeast,DAL-04,returned item,07/06/2024,1,no,Delayed delivery
TX115492,01.07.2023,C17492,Jason Brewer,scottmcintyre@example.com,Malonestad,United States,P0118,Kindra Gardening 410,Home & Garden,Gardening,Kindra,5440.87,1,0,23,,"5,450.86",mobile payment,USD ,online,S008,Gina Moore,West Coast,LAX-02,COMPLETED,,,no,Delayed delivery
TX103843,2023-03-30,C85952,James Williams,romerocrystal@example.net,Espinozaville,USA,P0176,Northal Puzzles 858,Toys,Puzzles,Northal,3255.17 USD,1,5,23,14.99,3107.40,Credit Card,USD ,mobile app,S023,Ethan Adams,Mountain West,LAX-02,in progress,03/04/2023,5,YES,N/A
TX106045,22/10/2024,C22224,Kelly Mccoy,mayokimberly@example.com,Stephensfort,USA,P0125,Tessara Bicycles 510,Sports,Bicycles,Tessara,3024.76 USD,2,5,23,0,"5,747.04",PayPal,USD,physical store,S008,Gina Moore,Great Lakes,LAX-02,in progress,25/10/2024,4,NO,no comment
TX110405,"May 8, 2024",C49691,Robert Keith,jennifer54@example.org,Port Angelaport,USA,P0099,Lumira Lighting 348,Home & Garden,Lighting,Lumira,"4 697,40",2,0,23,"9,99","9 404,79",Card Payment,USD,marketplace,S034,Nathan Maldonado,Gulf Coast,NYC-01,Pending ,18/05/2024,4,NO,
TX100748,2023-05-25,C30926,DAVID DOUGLAS JR.,osbornejeffery@example.net,Williamsbury,US,P0121,Orvex Bicycles 533,Sports,Bicycles,Orvex,"2,250.93",1,10,23,0,"2025,84",bank transfer ,$,marketplace,S023,Ethan Adams,Gulf Coast,CHI-03,Completed,2023-05-26,1,NO,Priority order
TX102933,2023-07-22,C96628,Juan Johnson,shelbyhouston@example.net,East Breannaburgh,US,P0061,Primo Jackets 497,Apparel,Jackets,Primo,1006.49 USD,1,5,23,"9,99",966.16 USD,bank transfer,USD ,online,S014,Michele Williams,Mid-Atlantic,CHI-03,Cancelled,2023-07-26,1,NO,Duplicate order - needs verification
TX103577,"March 10, 2023",C41779,ray singh,keithemily@example.net,Lake Kimberlychester,USA,P0051,Primo Vacuum Cleaners 559,Appliances,Vacuum Cleaners,Primo,$2330.15,2,,23,0,4660.30,bank transfer ,$,physical store,S025,Matthew Foster,Midwest,CHI-03,pending,14/03/2023,3,NO,Customer requested an invoice
